Word,Simplified grammatical category,Concretenes,Subjective Frequency,Imagery,AoA,Log frequency,Frequency
pecúnia,s,3.81,2.56,3.70,8.12,4.29,73.00
pedagogia,s,3.88,4.02,4.47,7.22,8.57,5245.00
pedalada,s,4.09,3.06,4.44,5.64,6.80,896.00
pedaleira,s,5.17,2.52,4.68,7.01,4.87,130.00
pederastia,s,3.23,2.88,3.58,6.26,5.97,390.00
pederneira,s,5.55,2.11,4.49,6.79,5.66,288.00
pediatria,s,5.23,3.44,4.87,6.90,7.67,2153.00
pedicure,s,6.16,3.64,5.90,6.40,5.70,299.00
pedofilia,s,3.88,3.01,4.08,6.67,8.04,3091.00
pedrada,s,4.94,3.50,4.90,4.57,6.77,870.00
pedra-pomes,s,4.98,2.68,4.50,7.60,5.30,201.00
pedraria,s,4.92,2.24,4.63,7.78,5.46,236.00
pedra-sabão,s,4.83,2.38,4.46,8.67,5.38,216.00
pedra-ume,s,4.56,2.62,4.31,7.71,2.83,17.00
pedreira,s,5.99,3.41,5.31,4.71,8.59,5361.00
pega,s,5.91,5.09,5.84,3.51,9.94,20792.00
pegada,s,3.62,4.04,4.09,5.95,8.22,3725.00
pegadinha,s,4.52,3.93,4.51,5.76,7.29,1472.00
pega-pega,s,5.07,2.81,4.84,5.78,4.88,131.00
peia,s,4.27,3.38,4.12,6.69,8.42,4547.00
peita,s,3.90,3.06,3.71,8.21,6.13,458.00
peitada,s,4.20,2.39,4.10,7.11,3.50,33.00
peixada,s,4.65,2.24,4.30,7.60,4.13,62.00
peixaria,s,5.84,2.97,5.13,6.86,5.57,263.00
peixeira,s,5.36,2.49,4.92,7.68,5.25,191.00
pela,s,3.79,5.08,4.04,4.15,14.71,2438507.00
pelada,s,5.62,3.67,5.48,4.89,7.56,1923.00
pelagem,s,5.29,3.37,4.76,5.25,7.76,2340.00
pelagra,s,4.59,2.63,4.12,7.68,3.99,54.00
pelanca,s,4.21,2.47,4.05,8.02,3.66,39.00
pele,s,5.96,5.41,5.73,3.32,10.70,44158.00
pelega,s,4.10,2.52,4.09,8.04,2.48,12.00
peleia,s,5.02,2.59,4.79,7.19,3.50,33.00
peleja,s,3.69,2.79,4.06,7.16,6.62,750.00
peleteria,s,4.70,2.73,4.49,7.50,3.04,21.00
pelica,s,5.45,2.71,5.26,6.93,5.42,227.00
peliça,s,4.69,2.26,4.43,8.41,3.50,33.00
película,s,5.14,3.61,4.83,7.31,8.38,4370.00
pelota,s,5.20,2.94,5.05,6.91,6.43,620.00
pelúcia,s,6.49,3.14,6.13,3.63,7.42,1667.00
pelugem,s,4.65,2.59,4.43,7.54,3.33,28.00
pelve,s,5.39,2.33,4.81,6.56,5.92,374.00
pélvis,s,5.51,3.05,4.97,6.99,6.09,442.00
pena,s,3.59,5.34,3.85,4.49,11.62,110997.00
penada,s,4.53,2.64,4.49,7.63,5.89,361.00
penalidade,s,4.07,3.68,4.08,6.51,8.87,7122.00
penca,s,5.44,2.59,4.68,6.33,5.64,281.00
pendência,s,2.78,3.42,2.54,7.95,7.80,2452.00
pendenga,s,3.50,2.61,3.73,8.56,3.89,49.00
pendura,s,5.25,3.36,5.24,6.60,6.17,477.00
penedia,s,4.41,2.52,4.07,7.40,4.56,96.00
peneira,s,5.61,3.32,5.13,5.40,7.20,1333.00
penetração,s,3.28,3.57,3.40,7.38,8.79,6600.00
penha,s,4.36,2.68,4.44,6.13,8.95,7737.00
penhora,s,4.13,2.85,4.02,7.27,7.31,1490.00
penicilina,s,4.45,3.02,3.76,7.26,7.03,1126.00
península,s,4.80,3.74,4.48,6.28,10.28,29228.00
penitência,s,3.39,3.30,3.87,6.31,7.63,2066.00
penitenciária,s,4.88,3.56,4.07,6.20,9.07,8659.00
penosa,s,2.67,3.51,3.32,7.78,7.04,1143.00
pensão,s,4.76,4.31,4.40,6.38,10.08,23841.00
penteadeira,s,4.92,3.23,4.77,7.18,4.45,86.00
penugem,s,5.38,2.97,4.96,6.76,6.09,441.00
penumbra,s,4.29,3.79,4.65,6.35,7.11,1228.00
penúria,s,2.98,3.31,3.13,7.96,7.35,1553.00
peoa,s,4.39,2.58,4.41,7.74,2.40,11.00
pepita,s,4.93,2.35,4.57,6.80,6.09,443.00
pequena,s,4.98,5.24,5.14,2.85,11.74,125869.00
pequenez,s,3.05,3.11,3.45,8.24,6.37,584.00
pera,s,5.30,3.47,4.89,5.75,7.75,2315.00
percentagem,s,3.68,4.73,3.51,7.02,10.32,30376.00
percepção,s,2.86,4.74,3.50,7.03,9.59,14675.00
percha,s,4.51,2.60,4.37,7.38,2.30,10.00
percussão,s,5.67,3.36,5.44,6.79,8.82,6787.00
perda,s,3.15,4.92,3.55,5.84,11.20,73108.00
perdição,s,3.70,3.12,4.61,6.69,7.50,1810.00
pereba,s,4.52,2.61,4.39,7.75,3.89,49.00
pereira,s,5.29,3.68,4.76,4.81,11.31,81827.00
perereca,s,5.07,2.96,4.80,7.34,5.61,273.00
perfeição,s,2.98,4.50,3.77,6.53,9.00,8089.00
perfídia,s,3.10,2.17,3.46,7.59,6.11,451.00
perfumaria,s,4.95,3.37,4.61,7.68,6.98,1071.00
perfuradora,s,4.63,2.94,4.51,7.38,3.87,48.00
perfuratriz,s,4.61,2.62,4.46,7.03,3.83,46.00
pérgula,s,5.10,2.85,4.88,7.38,4.26,71.00
pergunta,s,4.42,5.93,4.60,4.63,11.37,86642.00
pericardite,s,3.72,2.34,3.51,7.76,4.73,113.00
perícia,s,4.25,3.55,3.90,7.71,9.48,13064.00
periculosidade,s,3.10,2.92,3.09,9.77,6.82,912.00
periferia,s,4.37,4.06,4.56,6.94,9.19,9841.00
perífrase,s,3.99,2.50,3.86,7.86,3.76,43.00
periodontia,s,4.76,2.65,4.24,7.08,4.06,58.00
periodontite,s,4.27,2.91,4.13,7.71,4.61,100.00
peripécia,s,4.18,2.61,4.14,8.04,5.53,251.00
peritonite,s,4.34,2.46,3.94,8.15,5.30,200.00
permanência,s,3.14,4.42,3.19,7.21,10.04,23032.00
permissão,s,4.03,4.33,4.22,5.77,9.60,14726.00
permuta,s,3.56,2.81,3.36,7.09,7.41,1649.00
perna,s,6.38,5.05,5.74,2.78,10.10,24241.00
pernada,s,4.57,2.99,4.52,6.96,4.72,112.00
perneira,s,4.80,2.87,4.64,7.11,2.83,17.00
peroba,s,5.72,2.22,4.78,5.73,5.67,291.00
pérola,s,5.87,3.38,5.81,5.55,8.33,4137.00
peroração,s,3.99,2.58,3.81,8.05,4.28,72.00
perpétua,s,4.36,3.14,4.42,5.80,8.63,5611.00
persecução,s,2.77,2.53,3.02,9.11,5.94,381.00
perseguição,s,2.66,3.80,3.58,6.94,9.93,20524.00
persiana,s,5.10,2.89,4.62,7.28,4.98,146.00
personalidade,s,3.23,4.96,4.06,6.72,10.40,32980.00
personificação,s,2.77,3.20,3.68,7.26,7.37,1583.00
perspectiva,s,3.47,4.92,3.51,6.53,10.99,59121.00
persuasão,s,2.95,3.53,3.40,8.92,7.56,1915.00
pertinência,s,2.62,3.35,2.57,8.09,8.11,3317.00
perua,s,5.23,3.43,5.04,6.58,7.19,1326.00
peruca,s,5.90,3.96,5.75,5.83,8.05,3133.00
perversão,s,2.90,3.46,3.61,7.85,7.13,1248.00
pesada,s,3.96,4.46,4.35,5.36,9.69,16195.00
pesagem,s,3.99,3.43,3.89,7.04,7.94,2796.00
pesca,s,4.87,4.14,4.50,5.13,11.44,93067.00
pescada,s,5.97,3.25,5.10,5.58,7.52,1853.00
pescadinha,s,5.61,2.73,4.74,6.56,4.79,120.00
pescaria,s,4.82,3.51,4.63,6.01,7.55,1901.00
peseta,s,5.28,2.62,4.77,7.69,7.79,2406.00
pesquisa,s,4.23,4.74,4.13,6.01,11.59,107918.00
pessegada,s,4.47,2.73,4.41,7.63,2.40,11.00
pessoa,s,4.91,6.05,5.23,3.87,12.36,234172.00
pestana,s,5.57,2.97,5.09,5.82,8.08,3226.00
peste,s,4.77,3.25,4.74,6.54,9.15,9371.00
peta,s,4.43,2.48,4.26,7.40,6.52,681.00
pétala,s,5.90,3.12,5.35,5.74,5.96,386.00
peteca,s,5.56,2.91,5.24,5.14,6.24,511.00
petéquia,s,4.33,2.78,4.34,7.51,2.71,15.00
petição,s,4.42,3.71,3.95,7.24,9.37,11781.00
petisqueira,s,4.70,2.51,4.38,7.70,3.83,46.00
petrografia,s,4.91,2.32,4.40,7.56,4.11,61.00
petrologia,s,3.87,2.06,3.68,7.95,5.04,155.00
petroquímica,s,5.17,2.32,4.64,8.41,7.26,1424.00
petúnia,s,5.07,2.75,4.68,7.82,4.96,143.00
peúga,s,4.47,2.71,4.43,7.38,2.83,17.00
pevide,s,4.93,2.68,4.78,6.38,4.03,56.00
pezada,s,4.27,2.60,4.27,7.70,2.30,10.00
pia,s,6.47,4.16,5.75,4.77,8.78,6531.00
piaba,s,4.77,2.35,4.50,6.98,4.66,106.00
piaçaba,s,4.67,2.47,4.56,6.77,3.69,40.00
piada,s,4.02,5.20,4.55,3.69,9.69,16096.00
pianola,s,5.24,2.59,4.72,7.23,4.32,75.00
piastra,s,5.06,1.95,4.51,6.65,3.93,51.00
piava,s,4.37,2.61,4.15,6.60,3.43,31.00
pica,s,6.21,3.47,5.64,4.19,6.93,1025.00
picada,s,5.95,4.33,5.37,5.26,8.38,4355.00
picadela,s,4.46,2.63,4.33,7.12,2.64,14.00
picadura,s,4.45,2.66,4.45,7.35,2.83,17.00
picanha,s,5.84,3.40,5.09,6.55,5.92,374.00
picape,s,5.13,3.22,4.68,7.08,7.64,2079.00
picardia,s,4.32,2.13,3.52,9.46,8.49,4862.00
picareta,s,5.71,3.15,5.16,5.65,6.42,615.00
picaretagem,s,3.81,2.80,3.81,7.78,3.89,49.00
piçarra,s,5.08,2.43,4.61,6.86,6.01,406.00
picuinha,s,4.23,2.69,4.24,7.56,4.13,62.00
piedade,s,3.67,3.94,4.21,4.35,9.33,11220.00
pieguice,s,3.27,2.98,3.64,7.28,5.01,150.00
pigmentação,s,4.85,3.36,4.35,7.18,6.35,575.00
pilastra,s,5.89,3.03,5.41,6.97,5.18,178.00
pilha,s,5.77,4.38,5.34,4.94,8.59,5351.00
pilhéria,s,3.49,2.87,3.64,6.14,5.47,238.00
pilotagem,s,4.05,3.05,4.10,6.47,7.74,2307.00
pílula,s,5.15,4.19,4.95,5.53,8.14,3422.00
pimenta,s,6.38,4.88,5.88,3.86,9.59,14578.00
pimenta-do-reino,s,5.41,2.68,4.65,6.68,5.48,240.00
pimenta-malagueta,s,4.99,2.89,4.56,6.79,4.22,68.00
pimenteira,s,5.03,2.06,4.52,8.54,4.26,71.00
pimentinha,s,5.13,2.42,4.91,7.46,6.42,617.00
pimpinela,s,4.91,2.44,4.74,6.71,4.20,67.00
pina,s,5.47,2.61,5.02,5.87,8.56,5213.00
pinacoteca,s,5.15,2.87,4.71,8.08,7.45,1713.00
pinça,s,6.00,2.95,5.08,7.21,6.51,672.00
pincelada,s,4.10,3.18,4.30,6.92,5.90,364.00
pindaíba,s,4.88,2.62,4.55,6.20,4.34,77.00
pindoba,s,5.55,2.29,4.70,6.77,5.01,150.00
pinga,s,5.76,3.45,5.44,5.43,7.04,1147.00
pingadeira,s,4.52,2.60,4.38,7.57,2.20,9.00
pinguela,s,4.45,2.42,4.27,8.47,3.66,39.00
pinha,s,5.94,2.98,5.36,7.34,6.35,575.00
pinheira,s,5.33,2.22,4.83,7.10,4.20,67.00
pinta,s,5.18,3.76,5.23,4.47,8.10,3283.00
pintura,s,5.34,4.33,5.36,4.86,10.71,44586.00
piora,s,3.97,4.13,3.98,7.01,8.11,3322.00
piorra,s,4.56,2.61,4.46,7.31,2.48,12.00
pipa,s,6.88,3.38,6.18,3.35,7.79,2406.00
pipeta,s,5.69,2.53,4.75,6.19,4.97,144.00
pipoca,s,6.32,4.37,5.93,4.68,7.99,2955.00
piracema,s,4.47,2.67,4.20,6.07,5.93,376.00
pirâmide,s,5.13,3.26,4.95,6.15,8.75,6283.00
piranha,s,5.23,3.46,5.01,5.44,7.43,1681.00
pirataria,s,3.90,3.24,4.22,7.65,8.46,4742.00
pirexia,s,4.43,2.74,4.42,7.35,2.40,11.00
pirita,s,5.01,2.28,4.46,7.41,5.33,206.00
piroca,s,4.61,2.60,4.58,6.49,4.49,89.00
piroga,s,4.15,1.96,4.14,7.23,4.41,82.00
piromania,s,3.89,2.58,3.87,7.97,3.43,31.00
pirose,s,3.99,2.72,4.04,7.36,3.40,30.00
pirotecnia,s,4.38,3.18,4.58,7.02,7.11,1228.00
pirraça,s,4.15,2.90,4.41,7.77,5.43,229.00
pirueta,s,4.86,2.97,4.82,6.82,5.69,296.00
pisa,s,5.59,3.67,5.29,4.67,8.38,4365.00
pisada,s,4.79,3.30,4.82,6.08,5.89,362.00
pisadela,s,4.65,2.37,4.37,7.66,3.43,31.00
pisadura,s,4.43,2.67,4.44,7.91,2.08,8.00
piscada,s,4.75,3.28,4.73,6.65,5.17,176.00
piscadela,s,4.92,3.60,4.76,6.59,5.46,235.00
piscicultura,s,4.89,2.32,4.26,6.65,6.73,839.00
piscina,s,6.59,5.08,6.49,3.67,9.79,17805.00
pista,s,5.67,5.10,5.54,5.10,11.05,62759.00
pistola,s,6.72,3.99,5.65,5.23,9.24,10296.00
pita,s,5.77,2.74,4.95,6.16,7.13,1252.00
pitada,s,4.56,3.67,4.52,5.80,7.18,1315.00
pitança,s,4.11,2.62,4.07,7.78,2.40,11.00
pitanga,s,5.69,3.00,5.44,5.20,7.39,1620.00
pitangueira,s,5.37,2.51,4.79,5.51,4.63,103.00
piteira,s,5.34,2.87,4.88,7.62,5.73,308.00
pítia,s,4.09,2.44,4.14,7.34,4.96,143.00
pitomba,s,4.83,2.61,4.38,7.44,4.93,139.00
pitombeira,s,5.46,2.33,4.53,6.81,5.13,169.00
pitonisa,s,4.71,2.23,4.37,6.96,4.65,105.00
pitorra,s,4.42,2.72,4.43,7.54,2.48,12.00
pituitária,s,4.56,2.76,4.17,7.91,5.31,203.00
pixotada,s,4.43,2.41,4.31,7.66,3.18,24.00
pizzaria,s,6.46,3.90,5.86,6.06,7.38,1607.00
placa,s,6.26,4.63,5.64,4.41,10.06,23338.00
placa-mãe,s,5.31,3.16,4.90,6.62,6.31,549.00
placenta,s,5.40,3.47,4.93,5.67,7.35,1560.00
plaga,s,3.78,2.30,4.04,7.53,4.63,103.00
plaina,s,5.02,2.66,4.54,7.41,4.06,58.00
planície,s,4.78,3.22,4.81,6.57,8.91,7407.00
planilha,s,4.84,3.70,4.33,7.74,7.66,2131.00
planta,s,5.71,4.27,5.13,4.72,10.55,38341.00
plantação,s,5.63,3.81,5.02,5.45,8.63,5572.00
planura,s,4.42,2.22,4.29,7.08,5.18,178.00
plaqueta,s,5.13,2.74,4.74,6.25,5.14,170.00
plastia,s,4.47,2.78,4.35,7.24,2.77,16.00
plástica,s,5.30,4.12,5.33,6.49,8.87,7137.00
plasticidade,s,3.05,2.79,3.25,7.54,7.02,1117.00
plataforma,s,5.25,4.54,4.91,5.97,10.70,44362.00
platéia,s,4.85,4.37,4.95,5.31,8.52,5023.00
platibanda,s,5.19,2.46,4.80,7.94,5.16,174.00
platina,s,5.59,3.20,4.57,6.96,9.35,11515.00
plebe,s,3.46,2.36,3.31,7.79,7.55,1909.00
plêiade,s,4.25,2.12,4.03,7.72,5.84,343.00
plenitude,s,2.73,3.30,3.53,7.62,7.77,2357.00
pletora,s,4.24,2.49,4.27,6.97,4.92,137.00
pleura,s,4.80,2.49,4.27,7.20,5.30,201.00
pleurisia,s,4.63,2.36,4.39,8.17,4.64,104.00
pleurite,s,4.26,2.46,4.18,7.94,2.71,15.00
pleuropneumonia,s,3.85,2.32,3.66,7.38,3.66,39.00
plica,s,4.00,2.33,3.87,7.55,4.62,102.00
plicatura,s,4.32,2.64,4.19,7.72,2.71,15.00
pluma,s,5.71,3.23,5.46,6.05,6.96,1058.00
plumagem,s,5.43,3.50,4.94,4.90,7.73,2281.00
pluralidade,s,2.71,3.15,2.96,8.81,7.77,2370.00
plutocracia,s,4.02,2.45,4.08,8.38,5.16,174.00
pluviometria,s,3.93,3.18,3.95,8.52,5.90,364.00
pneumatologia,s,4.20,2.64,4.16,7.78,3.18,24.00
pneumonia,s,5.33,3.18,4.56,6.31,8.53,5064.00
pneumopatia,s,4.57,2.65,4.40,7.26,2.83,17.00
pobreza,s,3.58,4.48,4.14,6.42,10.51,36704.00
poça,s,5.77,3.42,5.34,4.67,7.11,1221.00
poção,s,4.90,3.37,5.50,6.08,7.68,2167.00
pochete,s,5.37,2.89,5.11,7.91,5.47,237.00
pocilga,s,4.80,2.94,4.72,6.14,5.71,303.00
poda,s,4.60,3.22,4.51,6.28,6.91,1003.00
podridão,s,4.36,3.59,4.49,6.84,6.55,702.00
poeira,s,5.07,4.35,4.93,4.28,9.09,8835.00
poeirada,s,4.34,2.61,4.19,7.68,4.13,62.00
poesia,s,3.79,4.26,4.39,5.40,10.40,32861.00
poética,s,3.08,3.57,3.66,7.38,8.94,7626.00
poetisa,s,5.21,2.93,5.13,6.40,7.76,2354.00
polaina,s,4.51,2.77,4.47,7.38,2.89,18.00
polaridade,s,4.08,3.42,3.85,8.07,6.73,834.00
polca,s,4.96,2.81,4.85,5.24,6.31,548.00
polé,s,4.80,2.49,4.70,7.57,4.61,100.00
polegada,s,5.23,3.64,4.52,7.21,7.06,1169.00
polenta,s,5.25,2.66,4.74,5.93,6.58,721.00
polia,s,5.27,2.61,4.72,6.60,5.67,290.00
poliandria,s,4.07,2.45,3.74,7.53,4.29,73.00
policia,s,4.86,3.71,4.53,6.29,8.68,5870.00
policlínica,s,5.65,2.95,5.00,6.33,6.57,711.00
policromia,s,3.95,2.30,3.97,8.43,5.47,238.00
policultura,s,4.39,2.55,3.98,7.35,4.89,133.00
polifonia,s,4.14,2.45,4.06,7.14,6.57,713.00
poligamia,s,3.35,2.33,3.26,7.92,6.59,728.00
poliomielite,s,4.77,2.71,4.38,7.35,6.97,1069.00
polissemia,s,3.15,2.62,3.17,7.55,5.29,199.00
política,s,2.99,5.11,3.33,6.03,13.27,582067.00
politicagem,s,3.86,2.94,3.85,8.56,5.17,176.00
politiquice,s,3.50,2.78,3.85,8.15,5.24,188.00
poliúria,s,4.15,2.80,3.93,7.18,3.64,38.00
polpa,s,5.99,3.87,5.48,5.92,7.61,2016.00
poltrona,s,6.32,3.86,5.66,4.58,7.53,1872.00
polução,s,4.77,2.74,4.82,6.82,3.76,43.00
poluição,s,4.10,4.15,4.63,6.48,10.39,32460.00
pólvora,s,5.45,3.50,4.95,6.11,8.42,4550.00
polvorosa,s,4.37,3.23,4.86,7.38,5.99,398.00
pomada,s,5.20,3.69,4.73,6.87,6.54,692.00
pomba,s,5.80,3.14,5.72,4.31,7.78,2399.00
pomicultura,s,4.44,2.69,4.28,7.53,2.56,13.00
pompa,s,3.01,3.27,3.72,6.58,7.84,2533.00
poncheira,s,4.50,2.66,4.43,7.85,3.33,28.00
ponderação,s,3.30,3.95,3.23,7.33,8.52,4993.00
ponta,s,5.83,4.75,5.40,4.31,10.87,52754.00
ponta-cabeça,s,5.31,2.58,5.11,6.99,5.26,192.00
pontada,s,4.30,2.97,4.47,7.07,5.06,157.00
pontaria,s,3.77,3.83,3.77,6.08,7.93,2779.00
ponte,s,6.23,4.44,5.82,4.26,11.40,89113.00
ponteira,s,5.11,2.29,4.74,7.90,6.85,940.00
pontinha,s,4.61,3.42,4.62,6.06,7.53,1854.00
pontuação,s,3.83,4.63,3.76,6.82,9.66,15717.00
popa,s,5.70,2.85,5.14,6.04,7.64,2076.00
popeline,s,4.48,2.46,4.47,7.96,3.50,33.00
população,s,4.88,4.89,4.68,5.61,12.93,414321.00
porca,s,5.55,3.37,5.32,5.43,7.36,1567.00
porcada,s,4.71,2.56,4.12,7.35,4.04,57.00
porção,s,4.69,4.38,4.35,5.58,9.47,12956.00
porcaria,s,4.16,4.89,4.54,4.43,8.70,6019.00
porcelana,s,5.82,3.65,5.31,4.94,7.95,2840.00
porcentagem,s,3.86,4.05,3.72,7.30,8.44,4613.00
porciúncula,s,4.70,2.23,4.30,5.84,5.65,283.00
porfia,s,3.26,2.53,3.79,6.17,5.56,260.00
pornochanchada,s,3.78,2.49,3.98,7.53,5.60,270.00
pornografia,s,4.29,4.07,4.79,6.22,8.64,5643.00
pororoca,s,4.08,2.26,4.10,8.14,5.50,245.00
porqueira,s,4.47,2.81,4.23,7.74,3.69,40.00
porrada,s,5.06,4.33,5.15,4.50,7.69,2196.00
porretada,s,4.52,2.78,4.37,7.52,2.64,14.00
porrinha,s,4.27,2.89,4.24,7.95,2.64,14.00
porta,s,5.96,5.41,5.48,2.57,11.61,110593.00
portada,s,4.31,2.65,3.91,8.84,6.25,518.00
portaria,s,5.25,4.16,4.82,6.39,9.52,13662.00
porteira,s,5.99,3.42,5.28,5.79,7.01,1105.00
pose,s,3.92,3.85,4.39,6.21,8.00,2995.00
pós-graduação,s,4.56,4.01,4.83,7.16,9.31,11082.00
posição,s,4.14,5.39,3.89,5.83,12.67,319189.00
posologia,s,3.54,2.70,3.71,8.32,4.84,127.00
posse,s,4.09,4.56,3.92,5.93,11.20,72868.00
possessão,s,4.15,2.81,4.25,8.09,7.44,1704.00
posta,s,4.32,4.43,4.15,6.21,9.68,16014.00
posteridade,s,3.50,3.20,3.70,6.29,7.36,1571.00
postulação,s,3.88,2.31,3.75,9.22,5.20,182.00
postura,s,3.29,4.68,3.38,6.87,10.23,27752.00
potassa,s,4.42,2.63,4.16,6.54,5.52,249.00
potência,s,3.31,4.35,3.50,6.23,10.39,32662.00
potenciação,s,3.28,2.96,3.45,7.67,5.54,254.00
potestade,s,3.16,2.19,3.18,7.56,4.53,93.00
potranca,s,4.50,2.67,4.39,7.28,4.56,96.00
pouca-vergonha,s,3.85,2.84,4.16,7.33,4.86,129.00
poupança,s,4.41,4.45,4.32,6.67,9.61,14968.00
pousada,s,5.76,3.83,5.46,4.81,8.52,4996.00
povoação,s,4.57,3.17,4.37,6.37,9.56,14162.00
praça,s,5.19,4.44,5.19,4.16,11.37,86638.00
pradaria,s,5.61,2.68,5.35,5.88,5.95,385.00
praga,s,5.60,3.87,5.59,5.14,9.55,14003.00
pragana,s,4.40,2.57,4.22,7.57,3.14,23.00
praia,s,5.86,4.91,5.97,2.80,11.28,78892.00
prancha,s,6.62,3.39,6.02,3.71,7.93,2782.00
pranchada,s,4.37,2.69,4.30,7.09,3.09,22.00
prancheta,s,5.94,3.20,5.39,6.56,6.13,458.00
prata,s,6.25,4.03,5.88,4.28,10.92,55071.00
pratada,s,4.48,2.62,4.34,7.81,3.30,27.00
prataria,s,5.14,2.85,4.93,6.48,5.87,353.00
prateleira,s,5.86,4.25,5.21,5.37,7.62,2045.00
praxe,s,4.04,3.54,3.88,6.98,8.03,3084.00
práxis,s,3.52,2.63,3.49,7.06,6.01,408.00
preamar,s,4.66,2.54,4.39,9.48,4.34,77.00
prebenda,s,4.49,2.77,4.27,7.36,4.19,66.00
precatória,s,5.30,2.28,4.79,8.43,5.17,176.00
precaução,s,4.17,4.16,3.91,6.17,8.86,7010.00
prece,s,4.02,3.58,4.40,6.77,7.20,1334.00
precedência,s,3.15,3.03,2.94,7.61,7.31,1491.00
precessão,s,3.77,1.81,3.81,7.54,6.25,520.00
preciosidade,s,3.90,3.28,3.92,6.98,6.04,421.00
precipitação,s,3.91,3.97,3.88,6.16,9.22,10067.00
precisão,s,3.56,4.66,3.63,6.14,9.92,20233.00
prédica,s,3.68,2.57,3.73,8.26,4.67,107.00
predição,s,3.60,2.78,3.32,7.93,6.24,512.00
predileção,s,3.01,3.16,3.29,7.40,6.78,880.00
predisposição,s,3.16,3.32,3.16,8.02,7.27,1430.00
preensão,s,3.46,3.38,3.58,7.26,5.52,250.00
pré-escola,s,4.85,3.70,4.75,5.24,6.70,812.00
prefeitura,s,5.03,4.32,4.49,6.31,11.52,100737.00
preferência,s,3.72,5.11,3.77,5.47,10.06,23350.00
prega,s,3.99,3.35,3.71,6.66,7.80,2441.00
pregada,s,3.83,3.41,4.10,6.95,6.13,460.00
preguiça,s,3.85,4.05,4.30,4.90,7.83,2510.00
preguiçosa,s,3.90,3.94,4.31,6.24,6.76,865.00
pré-história,s,3.49,2.78,3.48,7.16,7.79,2420.00
pré-impressão,s,4.09,2.57,3.93,7.65,4.58,98.00
prelazia,s,4.61,2.30,4.06,6.42,6.90,993.00
preleção,s,4.50,2.90,4.42,7.84,6.01,408.00
premissa,s,3.22,4.02,3.19,7.55,8.75,6340.00
premonição,s,3.88,2.76,4.17,6.94,6.64,765.00
prenda,s,4.35,4.02,4.76,5.17,7.95,2838.00
prensa,s,5.46,3.36,4.79,5.70,7.25,1411.00
preocupação,s,2.99,5.26,3.31,6.70,11.12,67550.00
preparação,s,3.97,4.88,3.89,5.98,11.02,60922.00
preposição,s,4.12,2.81,3.84,8.40,6.55,696.00
prepotência,s,2.95,3.41,3.21,7.66,7.03,1129.00
prerrogativa,s,2.87,2.94,2.63,7.94,8.18,3562.00
presa,s,5.77,4.50,5.77,4.71,10.00,22096.00
presbiopia,s,4.60,2.74,4.66,7.19,4.04,57.00
presciência,s,3.37,2.39,3.43,7.96,4.53,93.00
prescrição,s,3.40,3.90,3.30,8.28,8.51,4982.00
presença,s,3.65,5.02,3.81,5.48,11.99,160642.00
presepada,s,4.19,2.82,4.30,7.93,3.64,38.00
presidência,s,4.45,4.50,4.11,6.49,11.88,143631.00
presilha,s,5.34,3.00,5.04,6.92,5.16,174.00
pressão,s,3.60,5.16,3.79,6.04,11.54,103251.00
prestação,s,3.10,4.27,3.33,7.23,10.71,44930.00
presteza,s,3.36,3.20,3.68,7.18,6.08,439.00
prestidigitação,s,3.98,2.97,4.24,6.82,5.10,164.00
presunção,s,2.34,3.36,2.55,7.97,8.34,4193.00
pretensão,s,2.65,4.01,2.90,6.84,8.91,7395.00
pretoria,s,4.63,2.26,4.10,8.11,4.98,146.00
prevalência,s,3.29,3.30,3.02,7.39,8.52,5012.00
prevenção,s,4.32,4.46,4.36,7.18,10.81,49396.00
prévia,s,3.18,4.02,3.26,7.80,10.01,22222.00
previdência,s,4.21,4.30,4.06,6.59,9.69,16229.00
previsão,s,3.23,4.99,3.19,6.34,10.76,47326.00
prima,s,4.63,4.17,4.41,4.97,9.67,15898.00
prima-dona,s,4.29,2.67,4.24,7.19,4.08,59.00
primavera,s,4.91,4.42,5.00,4.55,10.29,29421.00
primazia,s,3.31,3.21,3.25,8.12,8.11,3311.00
primeira,s,4.50,5.03,4.62,3.87,13.65,846359.00
primeira-dama,s,4.75,2.92,4.61,7.32,8.16,3485.00
primícias,s,3.63,2.74,3.80,7.29,5.08,160.00
princesa,s,5.68,3.82,5.92,3.61,10.67,42868.00
prioridade,s,3.59,5.00,3.45,6.82,10.72,45161.00
prisão,s,4.58,4.35,4.49,4.52,11.71,122017.00
privacidade,s,3.64,4.82,3.96,6.43,9.45,12721.00
privações,s,4.04,3.25,4.25,6.84,6.96,1050.00
privada,s,4.52,4.90,4.70,5.53,10.67,43201.00
privança,s,3.60,2.52,3.68,7.61,3.76,43.00
proa,s,5.66,3.05,5.19,5.49,7.97,2885.00
probabilidade,s,3.27,4.69,3.23,6.32,9.71,16468.00
probóscide,s,4.91,2.48,4.48,7.82,5.30,200.00
procedência,s,2.86,3.28,2.95,7.40,7.73,2286.00
procela,s,3.98,2.24,4.10,7.57,4.34,77.00
procissão,s,4.43,3.04,4.86,4.77,9.12,9129.00
proclamação,s,3.82,3.38,3.82,6.96,8.79,6556.00
próclise,s,4.27,2.62,4.01,7.84,3.58,36.00
proctologia,s,5.19,2.51,4.80,7.34,4.22,68.00
procura,s,3.64,5.50,3.90,5.13,11.65,114518.00
